GO.ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002250	adaptive immune response	360	-0.679622836139485	-2.08365919954487	1e-10	2.36833333333333e-08	2.1280701754386e-08	1154	tags=26%, list=8%, signal=24%	12772/94212/67742/432763/74732/101540/12014/16189/17131/16183/11891/77727/15024/18762/20737/16904/50931/17101/240354/26904/15007/16174/60533/15019/110557/12503/30925/18566/56708/244202/16182/225825/16161/67664/27218/11687/12487/16197/22164/54215/12484/12326/13136/22637/15985/12169/13137/18106/14939/14462/224840/58205/239739/240754/218624/21947/12902/57765/16797/208154/64435/16992/78473/16428/12502/13482/12775/72049/27007/54698/11628/12458/12518/12500/243958/12478/77647/22165/12516/14128/12501/20400/16963/15978/13813/210757/16842/16159/54390/18646/12525/12526
GO:0002429	immune response-activating cell surface receptor signaling pathway	170	-0.679917809468505	-2.01386454916849	1e-10	2.36833333333333e-08	2.1280701754386e-08	1662	tags=30%, list=12%, signal=27%	192656/18124/246177/12047/18578/12043/22350/547431/14134/56792/378460/101540/20737/240354/233079/208650/12503/93675/225825/14525/12487/108723/195564/54215/329693/22637/15985/12169/12483/14462/67596/234695/21838/240754/78473/16428/12775/27007/12482/12143/12518/12478/77647/22165/16818/243655/12501/20400/15978/210757/328795
GO:0002440	production of molecular mediator of immune response	201	-0.658632362662952	-1.97225442179201	1e-10	2.36833333333333e-08	2.1280701754386e-08	1012	tags=23%, list=7%, signal=22%	16189/17131/16183/77727/19662/18762/50931/21808/58217/16431/240354/233079/16174/26365/56708/103213/16182/225825/27218/12487/108723/16197/22164/69816/54215/21940/18106/12483/14462/58218/240754/218624/233080/21947/57765/11628/12458/243958/84544/69376/14063/27278/22364/16963/15978/16159
GO:0002443	leukocyte mediated immunity	319	-0.603085144524411	-1.84385501479971	1e-10	2.36833333333333e-08	2.1280701754386e-08	1669	tags=27%, list=12%, signal=24%	11542/12266/15013/18124/246177/70450/257632/14347/11596/18987/667281/12258/15018/110558/54123/17175/56792/12772/378460/74732/16189/17131/16183/11891/77727/15024/80782/18762/20737/16904/50931/17101/58217/240354/26904/15007/16174/15019/110557/30925/26365/56708/16182/225825/27218/12487/16197/22164/14191/54215/12484/13136/68891/17059/13137/237625/14939/14462/224840/58218/11421/16643/218624/21947/12902/57765/16797/16992/13482/27007/54698/12143/11628/12458/12478/84544/14063/27278/243655/14128/20400/16963/15978/16159/18646/12525
GO:0002449	lymphocyte mediated immunity	243	-0.642101897297132	-1.94140111217037	1e-10	2.36833333333333e-08	2.1280701754386e-08	1661	tags=30%, list=12%, signal=27%	12266/15013/246177/70450/257632/14347/11596/18987/667281/12258/15018/110558/54123/17175/12772/74732/16189/17131/16183/11891/77727/15024/80782/18762/20737/16904/50931/17101/240354/26904/15007/16174/15019/110557/30925/26365/56708/16182/225825/27218/12487/16197/22164/54215/12484/13136/17059/13137/14939/14462/224840/16643/218624/21947/12902/57765/16992/13482/27007/54698/11628/12458/12478/84544/27278/243655/14128/20400/16963/15978/16159/18646/12525
GO:0002521	leukocyte differentiation	485	-0.584828318445582	-1.80941274901869	1e-10	2.36833333333333e-08	2.1280701754386e-08	1012	tags=18%, list=7%, signal=17%	16189/56619/17131/16183/70747/77727/18762/20737/15404/12769/16431/240354/74614/16184/18795/30925/26365/56708/57816/14582/16182/93675/12349/21949/27218/70809/67122/110794/12487/108723/16197/22164/12484/16416/75766/12326/22637/110168/15985/17863/14357/21940/57757/237625/12393/16205/14462/67596/20230/234695/21947/12902/57765/12557/15001/14460/18985/16428/12502/12775/54698/14025/17068/12482/12143/252838/12458/12518/12500/58208/12478/272382/22780/20304/21414/22165/21946/14063/16818/12501/15978/13813/210757/16842/16159/12525
GO:0002683	negative regulation of immune system process	393	-0.584659036765796	-1.79951380110311	1e-10	2.36833333333333e-08	2.1280701754386e-08	1843	tags=28%, list=13%, signal=25%	23991/269023/217303/22724/13866/225913/93694/20085/242248/11807/319156/83554/257632/242202/22350/547431/20682/97122/69386/19016/238377/56045/319159/12493/50794/12258/16835/22163/320332/77772/16147/16365/56792/12772/94212/67742/209558/19401/15205/13345/118453/17470/18600/93695/16189/319155/17131/16183/217166/80782/20737/50931/109254/15404/17965/21808/20555/26904/16184/208650/60533/193385/18795/239114/15930/26365/18566/93675/100041230/14525/27218/70809/11687/67122/16197/22164/14191/54215/12484/329693/229323/15002/11540/110168/14357/57757/12483/13011/58205/21838/12765/240754/14714/57765/15001/208154/13482/54698/12143/100043314/243958/108995/84544/69376/21946/27278/243655/22364/20400/16963/15978/328795
GO:0002694	regulation of leukocyte activation	481	-0.584910907561714	-1.80924557626744	1e-10	2.36833333333333e-08	2.1280701754386e-08	1710	tags=27%, list=12%, signal=24%	242248/50930/11542/227753/192656/74734/18124/70450/257632/242202/11596/12043/16186/320484/17974/547431/109594/19016/12493/16835/246779/21417/22163/18761/16147/17394/56792/13643/12772/94212/67742/209558/19401/378460/15205/17470/93695/16189/17131/16183/217166/54167/18762/20737/50931/170780/17101/20555/240354/16184/208650/60533/193385/381484/15930/26365/56708/100038947/93675/225825/16161/320832/27218/668101/67122/12487/108723/16197/22164/106763/14191/69816/54215/12484/66725/16408/11540/22637/68891/17863/14357/17480/21940/57757/12507/18106/237625/12483/13011/14462/67596/170786/234695/58205/21838/240754/751864/21947/14714/57765/16797/15001/208154/13482/12775/72049/27007/54698/12143/252838/100043314/243958/12478/108995/22780/20304/12511/21414/21946/14063/27278/16818/12501/16963/15978/16842/16159/54390
GO:0002697	regulation of immune effector process	364	-0.58488683145868	-1.79380429060532	1e-10	2.36833333333333e-08	2.1280701754386e-08	2107	tags=30%, list=15%, signal=27%	12053/21939/383619/224647/20846/80913/15039/19419/74131/19264/27027/108655/19260/64297/217303/22724/225913/93694/20085/15015/11807/11542/192656/12266/15013/18124/70450/257632/14347/11596/66873/319955/12493/12258/15018/110558/246779/22163/56792/12772/209558/19401/378460/16189/17131/16183/77727/15024/80782/19662/18762/20737/50931/21808/240354/26904/233079/16184/15007/16174/15019/110557/30925/26365/56708/103213/16182/17472/225825/16161/27218/12487/16197/22164/14191/69816/54215/12484/13136/68891/17059/17863/57757/18106/237625/12483/14462/224840/233080/21947/57765/16992/13482/12775/27007/54698/12143/243958/84544/20304/69376/21946/14063/27278/243655/22364/14128/20400/16963/15978/16159
GO:0002757	immune response-activating signal transduction	171	-0.676617346858663	-2.00452897384793	1e-10	2.36833333333333e-08	2.1280701754386e-08	1662	tags=30%, list=12%, signal=27%	192656/18124/246177/12047/18578/12043/22350/547431/14134/56792/378460/101540/20737/240354/233079/208650/12503/93675/225825/14525/12487/108723/195564/54215/329693/22637/15985/12169/12483/14462/67596/234695/21838/240754/78473/16428/12775/27007/12482/12143/12518/12478/77647/22165/16818/243655/12501/20400/15978/210757/328795
